LanguageHaveWorkedWith,Currency,Country,RemoteWork,CompTotal
C#;HTML/CSS;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,165000.0
Dart;Haskell;HTML/CSS;Java;JavaScript;Python;SQL,USD	United States dollar,United States of America,Remote,360000.0
Bash/Shell (all shells);C++;Groovy;Java;JavaScript;Python;Rust;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",370000.0
Haskell;HTML/CSS;JavaScript;Kotlin;PHP;Python;R;Ruby;Rust;TypeScript,USD	United States dollar,United States of America,Remote,165000.0
Go;Python;Rust;SQL,USD	United States dollar,United States of America,Remote,
Go;Java;JavaScript;Python;Rust;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",100000.0
Bash/Shell (all shells);C;C++;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,USD	United States dollar,United States of America,Remote,220000.0
C;C++;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",140000.0
C#;C++;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,USD	United States dollar,United States of America,In-person,
Bash/Shell (all shells);C++;Go;HTML/CSS;JavaScript;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",130000.0
Python;Rust;TypeScript,USD	United States dollar,United States of America,Remote,
Bash/Shell (all shells);HTML/CSS;Java;Python;SQL,USD	United States dollar,United States of America,Remote,142000.0
C;C++;Python,USD	United States dollar,United States of America,Remote,350000.0
C;C++;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);JavaScript;Perl;Python;SQL,USD	United States dollar,United States of America,Remote,
C#;HTML/CSS;JavaScript;PHP;Python;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",80000.0
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Objective-C;PHP;PowerShell;Python;Rust;SQL;TypeScript,USD	United States dollar,United States of America,Remote,
Clojure;Java;JavaScript;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);C#;Java;PowerShell;Python;SQL,USD	United States dollar,United States of America,Remote,152000.0
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Nim;Python;Rust;SQL;TypeScript;Zig,USD	United States dollar,United States of America,Remote,
HTML/CSS;PHP;Python,USD	United States dollar,India,"Hybrid (some remote, some in-person)",
C#;Kotlin;Python,USD	United States dollar,United States of America,Remote,145000.0
Bash/Shell (all shells);Python;SQL,USD	United States dollar,United States of America,In-person,101000.0
C;C++;MATLAB;Python;Rust,USD	United States dollar,United States of America,In-person,380000.0
Go;HTML/CSS;Kotlin;PHP;Python;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",167000.0
C;HTML/CSS;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,In-person,
Bash/Shell (all shells);C++;Go;Java;Kotlin;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",600000.0
Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,190000.0
C#;Python,USD	United States dollar,United States of America,In-person,110000.0
Bash/Shell (all shells);C;C++;Groovy;Java;JavaScript;Python;SQL,USD	United States dollar,United States of America,Remote,180000.0
Bash/Shell (all shells);C;C++;Java;Python;Rust;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);C;C#;C++;Java;JavaScript;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",80000.0
C;C#;C++;Go;Groovy;JavaScript;Python;Rust;SQL;TypeScript,EUR European Euro,Germany,Remote,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Kotlin;PowerShell;Python;Ruby;SQL;TypeScript,USD	United States dollar,United States of America,Remote,170000.0
Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Python;Ruby;Rust;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",129000.0
C#;JavaScript;PowerShell;Python;SQL;Visual Basic (.Net),USD	United States dollar,United States of America,Remote,160000.0
Bash/Shell (all shells);C;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",65000.0
Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;MATLAB;PowerShell;Python;Rust;SQL,USD	United States dollar,United States of America,Remote,235000.0
C;C#;C++;HTML/CSS;Java;JavaScript;Objective-C;Python;SAS;SQL;Visual Basic (.Net),USD	United States dollar,United States of America,Remote,265000.0
Go;Python;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",195000.0
C++;Dart;Go;HTML/CSS;JavaScript;Kotlin;PHP;Python;SQL,USD	United States dollar,United States of America,Remote,
Bash/Shell (all shells);C;C#;C++;Lisp;Python,USD	United States dollar,United States of America,Remote,140000.0
Ada;APL;Assembly;Bash/Shell (all shells);C;C#;C++;Cobol;Delphi;Fortran;Go;HTML/CSS;Java;JavaScript;Lisp;OCaml;Perl;PHP;PowerShell;Python;R;Ruby;SQL;VBA;Visual Basic (.Net),EUR European Euro,Germany,Remote,130000.0
Java;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",123200.0
Bash/Shell (all shells);C#;Java;Kotlin;PowerShell;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",93000.0
Bash/Shell (all shells);C;C++;Dart;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",100000.0
C;C#;C++;Elixir;Go;HTML/CSS;PowerShell;Python;Rust;SQL;TypeScript,USD	United States dollar,United States of America,Remote,200000.0
C#;JavaScript;PHP;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
C;C++;Fortran;Java;Perl;Python;SQL,USD	United States dollar,United States of America,Remote,120000.0
Java;Python;Rust;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",85000.0
Bash/Shell (all shells);Elixir;Erlang;HTML/CSS;JavaScript;Python;R;Ruby;SQL;TypeScript,USD	United States dollar,United States of America,Remote,200000.0
Bash/Shell (all shells);C#;JavaScript;Python,USD	United States dollar,United States of America,Remote,150000.0
C#;Go;HTML/CSS;JavaScript;Python;SQL,USD	United States dollar,United States of America,In-person,50000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Lisp;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,120000.0
C#;JavaScript;PowerShell;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,151000.0
Java;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",65000.0
Bash/Shell (all shells);C;C++;HTML/CSS;MATLAB;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",125000.0
HTML/CSS;JavaScript;PowerShell;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",75000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,USD	United States dollar,United States of America,In-person,65000.0
Bash/Shell (all shells);Elixir;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL;TypeScript,USD	United States dollar,United States of America,Remote,234965.0
Elixir;Erlang;Go;HTML/CSS;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,Remote,160000.0
Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",235000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,USD	United States dollar,United States of America,Remote,175000.0
Java;Kotlin;Python;Rust;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",170000.0
C;C++;Dart;Python,USD	United States dollar,United States of America,In-person,140000.0
C;C++;Java;Python;R;Ruby,USD	United States dollar,United States of America,Remote,140000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;Swift;TypeScript,USD	United States dollar,United States of America,Remote,200000.0
Bash/Shell (all shells);Groovy;HTML/CSS;JavaScript;PowerShell;Python;Ruby,USD	United States dollar,United States of America,Remote,270000.0
JavaScript;Python;TypeScript,USD	United States dollar,United States of America,In-person,100000.0
Bash/Shell (all shells);C++;JavaScript;Lua;PHP;Python;Scala;TypeScript,USD	United States dollar,United States of America,Remote,180000.0
C++;Dart;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,160000.0
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL;TypeScript,USD	United States dollar,United States of America,Remote,
Julia;Python,USD	United States dollar,United States of America,,
C#;HTML/CSS;JavaScript;PHP;Python;SQL,USD	United States dollar,United States of America,Remote,145000.0
Bash/Shell (all shells);Python;SQL,USD	United States dollar,United States of America,Remote,215000.0
C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,115000.0
Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;Lua;PowerShell;Python;Rust;SQL,USD	United States dollar,United States of America,Remote,142500.0
Bash/Shell (all shells);C#;Go;Haskell;Java;JavaScript;Python;Ruby;Rust;Scala;SQL;TypeScript,USD	United States dollar,United States of America,Remote,264900.0
HTML/CSS;JavaScript;Python;Ruby;SQL,USD	United States dollar,United States of America,Remote,350000.0
Kotlin;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",250000.0
C;C++;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
HTML/CSS;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,Remote,325000.0
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL,USD	United States dollar,United States of America,Remote,
C;C++;Go;Java;JavaScript;Python;SQL,USD	United States dollar,United States of America,In-person,84800.0
Bash/Shell (all shells);Groovy;Java;PowerShell;Python;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",225000.0
Python;Rust;SQL,USD	United States dollar,United States of America,Remote,
Bash/Shell (all shells);HTML/CSS;PHP;Python;SQL,USD	United States dollar,United States of America,In-person,90000.0
C;C++;MATLAB;Python;SQL,USD	United States dollar,United States of America,In-person,210000.0
Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Python;Ruby,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",225000.0
Bash/Shell (all shells);C#;F#;Go;Haskell;JavaScript;Lisp;PHP;PowerShell;Python;Ruby;Rust;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);C++;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",250000.0
HTML/CSS;JavaScript;PHP;Python;TypeScript,USD	United States dollar,United States of America,Remote,170000.0
C#;GDScript;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;Rust;SQL;TypeScript,USD	United States dollar,United States of America,Remote,72000.0
Bash/Shell (all shells);PowerShell;Python,USD	United States dollar,United States of America,In-person,
C;C++;Elixir;Go;Lua;Python;Ruby;Rust;Scala,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",52000.0
Bash/Shell (all shells);HTML/CSS;Python;Rust,USD	United States dollar,United States of America,Remote,170000.0
C;C#;Delphi;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;VBA;Visual Basic (.Net),USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",140000.0
Assembly;Bash/Shell (all shells);C;C++;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",300000.0
Bash/Shell (all shells);Go;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",210000.0
JavaScript;Python;Ruby;SQL;TypeScript,USD	United States dollar,United States of America,Remote,153000.0
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL,USD	United States dollar,United States of America,Remote,93000.0
HTML/CSS;JavaScript;PowerShell;Python;R;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Java;JavaScript;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",160000.0
Java;JavaScript;Python,USD	United States dollar,United States of America,Remote,200000.0
Go;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",343000.0
Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;Lisp;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",20000.0
Bash/Shell (all shells);HTML/CSS;Python;R,USD	United States dollar,United States of America,Remote,132000.0
Python;R;SQL,USD	United States dollar,United States of America,In-person,91000.0
HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript,USD	United States dollar,United States of America,Remote,160000.0
Bash/Shell (all shells);Go;Groovy;Java;Perl;PHP;Python;Scala;SQL;TypeScript,EUR European Euro,Germany,Remote,94000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,
HTML/CSS;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,Remote,99000.0
Bash/Shell (all shells);C;C#;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Kotlin;Python;SQL,EUR European Euro,Germany,Remote,80000.0
Bash/Shell (all shells);C#;Dart;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),USD	United States dollar,United States of America,Remote,115000.0
Bash/Shell (all shells);Go;Python,USD	United States dollar,United States of America,In-person,250000.0
Go;Java;JavaScript;Kotlin;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,510000.0
